,designCapacity,designCapacityUOM,eisProcessID,eisUnitID,energyMJ,energyMJq0,energyMJq2,energyMJq3,fuelType,processDescription,registryID,throughputTonneQ0,throughputTonneQ2,throughputTonneQ3,unitDescription,unitName,unitType,unitTypeStd,legislativeDistrictNumber,hucCode8,siteTypeName,name,locationAddress,postalCode,cityName,countyName,stateCode,countyFIPS,sensitiveInd,smallBusInd,envJusticeCode,eisFacilityID,eisFacilityIDAdditional,ghgrpID,ghgrpIDAdditional,epaRegionCode,locationDescription,latitude,longitude,naicsCode,naicsCodeAdditional,"('weeklyOpHoursLow', 'q1')","('weeklyOpHoursLow', 'q2')","('weeklyOpHoursLow', 'q3')","('weeklyOpHoursLow', 'q4')","('weeklyOpHours', 'q1')","('weeklyOpHours', 'q2')","('weeklyOpHours', 'q3')","('weeklyOpHours', 'q4')","('weeklyOpHoursHigh', 'q1')","('weeklyOpHoursHigh', 'q2')","('weeklyOpHoursHigh', 'q3')","('weeklyOpHoursHigh', 'q4')",censusBlock
109961,,,,,,,,,,,110001717606.0,,,,,,,,0200,,STATIONARY,KETCHIKAN RDY MIX QUAR,4418 N TONGASS HWY,99901.0,KETCHIKAN,KETCHIKAN GATEWAY BOROUGH,AK,02130,False,False,,,,,,10.0,,55.361882,-131.704488,212321.0,[212321],,,,,,,,,,,,,021300002003001
109962,,,,,,,,,,,110001717624.0,,,,,,,,0200,,STATIONARY,COLASKA DBA QAP CMI UVM 250 ASPHLT PLT,,99611.0,KENAI,KENAI PENINSULA BOROUGH,AK,02020,False,False,,,,,,10.0,,61.121221,-149.87331,237310.0,[237310],,,,,,,,,,,,,020200027124008
109963,,,,,,,,,,,110001717866.0,,,,,,,,0200,19020701.0,STATIONARY,KODIAK REDUCTION,911 GIBSON COVE RD,99615.0,KODIAK,KODIAK ISLAND BOROUGH,AK,02150,False,,,,,,,10.0,,57.780651,-152.443121,311712.0,,,,,,,,,,,,,,021500003001015
109964,,,,,,,,,,,110002003091.0,,,,,,,,0200,19020401.0,STATIONARY,AIR LIQUIDE,6510 ARCTIC SPUR RD,99518.0,ANCHORAGE,ANCHORAGE MUNICIPALITY,AK,02020,False,,,,,,,10.0,,61.16152,-149.89584,32512.0,,91.855995,97.272,97.072,84.272,114.2,120.4,120.2,112.3,91.855995,97.272,97.072,84.272,020200025011009
109965,,,,,,,,,,,110002003126.0,,,,,,,,0200,,STATIONARY,PAVE PROD IN ASPHLT PLT 3000,3100 LAKEVIEW DR,99701.0,FAIRBANKS,FAIRBANKS NORTH STAR BOROUGH,AK,02090,False,,,,,,,10.0,,64.806129,-147.676967,237310.0,[237310],,,,,,,,,,,,,020900010002057
109966,,,,,,,,,,,110002003135.0,,,,,,,,0200,,STATIONARY,A K CONSTRCTN,12583 MIDDLE BAY DR,99615.0,KODIAK,KODIAK ISLAND BOROUGH,AK,02150,False,,,,,,,10.0,,57.6977,-152.60794,237310.0,[237310],,,,,,,,,,,,,021500001003024
109967,,,,,,,,,,,110002003288.0,,,,,,,,0200,,STATIONARY,ALYESKA TAPS NORTH STAR TERML,701 BIDWILL AVE,99701.0,FAIRBANKS,FAIRBANKS NORTH STAR BOROUGH,AK,02090,False,,,,,,,10.0,,64.81716999999999,-147.715025,213112.0,,,,,,,,,,,,,,020900010002010
109968,,,,,,,,,,,110002042897.0,,,,,,,,0200,,STATIONARY,USIBELLI COAL MINE,,99743.0,HEALY,DENALI BOROUGH,AK,02068,,,,,,,,10.0,,63.917749,-148.680556,212111.0,"[212111, 212111, 212111, 212111]",,,,,,,,,,,,,020680001002000
109969,,,,,,,,,,,110002053483.0,,,,,,,,0200,,STATIONARY,OCN BTY SEAFOODS,1011 GIBSON COVE RD,99615.0,KODIAK,KODIAK ISLAND BOROUGH,AK,02150,False,False,,,,,,10.0,,57.777095,-152.451251,311712.0,,,,,,,,,,,,,,021500003001016
109970,,,,,,,,,,,110002151359.0,,,,,,,,0200,,STATIONARY,AK PULP,4600 SAWMILL CREEK RD,99835.0,SITKA,SITKA CITY AND BOROUGH,AK,02220,False,,,,,,,10.0,,57.04764,-135.2329,32211.0,,,,,,,,,,,,,,022200001005007
109971,,,,,,,,,,,110002348656.0,,,,,,,,0200,,STATIONARY,AGS KETCHIKAN,980 STEDMAN ST,99901.0,KETCHIKAN,KETCHIKAN GATEWAY BOROUGH,AK,02130,False,,,,,,,10.0,,55.336269,-131.632116,311711.0,"[311712, 311712, 31171, 311711]",,,,,,,,,,,,,021300003003007
109972,,,,,,,,,,,110002465779.0,,,,,,,,0200,,STATIONARY,TECK AK RED DOG PORT SITE,,99752.0,KOTZEBUE,NORTHWEST ARCTIC BOROUGH,AK,02188,False,False,,542611.0,,,,10.0,,67.581,-164.048,212231.0,"[212231, 212231, 212231]",,,,,,,,,,,,,021880001001015
109973,,,,,,,,,,,110003037222.0,,,,,,,,0200,,STATIONARY,RYAN LODE MINE,301 HENDERSON RD S,99709.0,FAIRBANKS,FAIRBANKS NORTH STAR BOROUGH,AK,02090,False,,,,,,,10.0,,64.861082,-147.991638,21222.0,,,,,,,,,,,,,,020900019013008
109974,,,,,,,,,,,110003037829.0,,,,,,,,0200,,STATIONARY,GLEAN,6670 WES WAY,99518.0,ANCHORAGE,ANCHORAGE MUNICIPALITY,AK,02020,False,,,,,,,10.0,,61.16044,-149.89771000000005,23819.0,,,,,,,,,,,,,,020200025011002
109975,,,,,,,,,,,110003037883.0,,,,,,,,0200,,STATIONARY,FAIRBANKS GOLD MINE FT KNOX MINE TAILINGS DAM EMBANKMENT RAISE,,99712.0,FAIRBANKS,FAIRBANKS NORTH STAR BOROUGH,AK,02090,False,False,,679911.0,,,,10.0,,64.99953000000001,-147.35810700000005,212221.0,"[212221, 212221, 212221, 212221, 21222, 212221, 212221, 212221]",,,,,,,,,,,,,020900019021094
109976,,,,,,,,,,,110003037945.0,,,,,,,,0200,,STATIONARY,TESORO NORTHSTORE 101,3569 S CUSHMAN ST,99701.0,FAIRBANKS,FAIRBANKS NORTH STAR BOROUGH,AK,02090,False,,,,,,,10.0,,64.81356,-147.71076000000005,333913.0,[333913],,,,,,,,,,,,,020900010002116
109977,,,,,,,,,,,110003037954.0,,,,,,,,0200,,STATIONARY,TESORO NORTHSTORE 207,44279 STERLING HWY,99669.0,SOLDOTNA,KENAI PENINSULA BOROUGH,AK,02122,False,,,,,,,10.0,,60.48379,-151.066131,333913.0,,,,,,,,,,,,,,021220005003014
109978,,,,,,,,,,,110003038016.0,,,,,,,,0200,,STATIONARY,TESORO RFNRY AND MKTG NUMBER 60111,3679 COLLEGE RD,99709.0,FAIRBANKS,FAIRBANKS NORTH STAR BOROUGH,AK,02090,False,,,,,,,10.0,,64.85583000000001,-147.81225,333913.0,,,,,,,,,,,,,,020900006004015
109979,,,,,,,,,,,110003038025.0,,,,,,,,0200,,STATIONARY,TESORO RFNRY AND MKTG NUMBER 60114,2110 PEGER RD,99709.0,FAIRBANKS,FAIRBANKS NORTH STAR BOROUGH,AK,02090,False,,,,,,,10.0,,64.82795,-147.77950800000005,333913.0,,,,,,,,,,,,,,020900007003001
109980,,,,,,,,,,,110003038622.0,,,,,,,,0200,,STATIONARY,NORTHERN PRINTING,5701 SILVERADO WAY,99518.0,ANCHORAGE,ANCHORAGE MUNICIPALITY,AK,02020,False,,,,,,,10.0,,61.16905,-149.88863999999995,323110.0,,,,,,,,,,,,,,020200025012013
109981,,,,,,,,,,,110003039060.0,,,,,,,,0200,,STATIONARY,TESORO RFNRY AND MKTG 60115,99 COLLEGE RD,99701.0,FAIRBANKS,FAIRBANKS NORTH STAR BOROUGH,AK,02090,False,,,,,,,10.0,,64.85491999999999,-147.71433000000005,333913.0,,,,,,,,,,,,,,020900005002016
109982,,,,,,,,,,,110003039471.0,,,,,,,,0200,,STATIONARY,TESORO NORTHSTORE 53,1601 E PARKS HWY,99654.0,WASILLA,MATANUSKA-SUSITNA BOROUGH,AK,02170,False,,,,,,,10.0,,61.571293,-149.373024,333913.0,,,,,,,,,,,,,,021700009002004
109983,,,,,,,,,,,110003039854.0,,,,,,,,0200,,STATIONARY,CONOCOPHILLIPS AK BAYVIEW,619 E SHIP CREEK AVE,99501.0,ANCHORAGE,ANCHORAGE MUNICIPALITY,AK,02020,False,,,,,,,10.0,,61.2227,-149.87243999999995,213112.0,,,,,,,,,,,,,,020200006013027
109984,,,,,,,,,,,110003040316.0,,,,,,,,0200,,STATIONARY,VRCA ENVIR SVC,6700 ARCTIC SPUR RD,99518.0,ANCHORAGE,ANCHORAGE MUNICIPALITY,AK,02020,False,,,,,,,10.0,,61.15961,-149.89584,236220.0,,,,,,,,,,,,,,020200025011009
109985,,,,,,,,,,,110003040389.0,,,,,,,,0200,,STATIONARY,BEN LOMOND,2209 DONALD AVE,99701.0,FAIRBANKS,FAIRBANKS NORTH STAR BOROUGH,AK,02090,False,,,,,,,10.0,,64.80912,-147.77357,238910.0,,,,,,,,,,,,,,020900010002087
109986,,,,,,,,,,,110003040717.0,,,,,,,,0200,,,FLOWLINE AK,1881 LIVENGOOD AVE,99701.0,FAIRBANKS,FAIRBANKS NORTH STAR BOROUGH,AK,02090,False,,,,,,,10.0,,64.84665600000001,-147.756407,324199.0,,12.387997,53.903996,57.356003,55.067997,51.0,73.7,69.9,68.2,12.387997,53.903996,57.356003,55.067997,020900005002057
109987,,,,,,,,,,,110003040888.0,,,,,,,,0200,,STATIONARY,P ROCK CONSTRCTN,230 E 54TH AVE,99518.0,ANCHORAGE,ANCHORAGE MUNICIPALITY,AK,02020,False,,,,,,,10.0,,61.17167,-149.88002,23731.0,,,,,,,,,,,,,,020200025021016
109988,,,,,,,,,,,110003041486.0,,,,,,,,0200,,STATIONARY,SPECIALIZED PAVEMENT MKG,10009 CRAZY HORSE DR,99801.0,JUNEAU,JUNEAU CITY AND BOROUGH,AK,02110,False,,,,,,,10.0,,58.36601,-134.60723000000002,237310.0,,,,,,,,,,,,,,021100001003005
109989,,,,,,,,,,,110003041681.0,,,,,,,,0200,,STATIONARY,CONOCOPHILLIPS AK ANCHORAGE MATL WHSE,5600 MINNESOTA DR,99518.0,ANCHORAGE,ANCHORAGE MUNICIPALITY,AK,02020,False,,,,,,,10.0,,61.16634000000001,-149.91065,213112.0,,,,,,,,,,,,,,020200025011002
109990,,,,,,,,,,,110003041887.0,,,,,,,,0200,,STATIONARY,KETCHIKAN SHIPYARD,3801 TONGASS AVE,99901.0,KETCHIKAN,KETCHIKAN GATEWAY BOROUGH,AK,02130,False,,,,,,,10.0,,55.355971,-131.69834,336611.0,"[336611, 336611, 336611, 336611, 336611]",40.788002,41.136,40.552002,42.796,54.9,52.7,52.9,52.4,40.788002,41.136,40.552002,42.796,021300002003008
109991,,,,,,,,,,,110003041903.0,,,,,,,,0200,,STATIONARY,AK DOT ADOT,3871 BRAGAW ST,99508.0,ANCHORAGE,ANCHORAGE MUNICIPALITY,AK,02020,False,False,,,,,,10.0,,61.17866,-149.77343,237310.0,"[237310, 237310]",,,,,,,,,,,,,020209800001002
109992,,,,,,,,,,,110003041994.0,,,,,,,,0200,,STATIONARY,STEELHEAD PLATFORM,,99682.0,TYONEK,KENAI PENINSULA BOROUGH,AK,02122,,,,680611.0,,1001948.0,,10.0,,60.830398,-151.603056,211111.0,"[211111, 211111]",,,,,,,,,,,,,021220001001084
109993,,,,,,,,,,,110003042341.0,,,,,,,,0200,,STATIONARY,M I DRILLING FLUIDS ANCHORAGE,721 W 1ST AVE,99501.0,ANCHORAGE,ANCHORAGE MUNICIPALITY,AK,02020,False,,,,,,,10.0,,61.22161,-149.897659,213111.0,,,,,,,,,,,,,,020200011001004
109994,,,,,,,,,,,110003042564.0,,,,,,,,0200,,STATIONARY,USDOI BLM RED DEVIL MINE AND MERC MIL AND PRCSG FACLTY,,99656.0,RED DEVIL,BETHEL CENSUS AREA,AK,02050,,,,10599811.0,,,,10.0,,61.76014,-157.313941,212399.0,,,,,,,,,,,,,,020500003001174
109995,,,,,,,,,,,110003042635.0,,,,,,,,0200,,STATIONARY,NORTH SLOPE COMPLETION SHOP SCHLUMBERGER OIL FLD SVC,SPINE RD,99734.0,PRUDHOE BAY,NORTH SLOPE BOROUGH,AK,02185,False,False,,,,,,10.0,,70.221873,-148.434101,213112.0,"[213112, 213112, 213112, 213112, 213112, 213112, 213112, 213112]",,,,,,,,,,,,,021850003001079
109996,,,,,,,,,,,110003043135.0,,,,,,,,0200,,STATIONARY,TESORO AK PIPELINE,3380 C ST,99503.0,ANCHORAGE,ANCHORAGE MUNICIPALITY,AK,02020,False,,,,,,,10.0,,61.18995,-149.88658999999996,32411.0,,161.1,94.912,165.528,165.824,166.0,144.5,166.9,167.0,168.0,168.0,168.0,168.0,020200019001027
109997,,,,,,,,,,,110003043180.0,,,,,,,,0200,,STATIONARY,AK FURNITURE MFRS,144 E POTTER DR,99518.0,ANCHORAGE,ANCHORAGE MUNICIPALITY,AK,02020,False,,,,,,,10.0,,61.16832,-149.88156999999995,337121.0,[337121],41.02,42.008,40.42,40.915997,46.9,47.3,46.3,46.6,41.02,42.008,40.42,40.915997,020200025021014
109998,,,,,,,,,,,110003043215.0,,,,,,,,0200,,STATIONARY,GREER TANK AND WELDING,2921 W INTL AIRPORT RD,99502.0,ANCHORAGE,ANCHORAGE MUNICIPALITY,AK,02020,False,,,,,,,10.0,,61.173564,-149.937145,332313.0,,58.711998,55.904,55.399998,57.415997,64.2,61.0,60.3,63.1,58.711998,55.904,55.399998,57.415997,020200024002016
109999,,,,,,,,,,,110003043233.0,,,,,,,,0200,,STATIONARY,AES AK E AND C FABRICATION FACLTY,200 E 100TH AVE,99515.0,ANCHORAGE,ANCHORAGE MUNICIPALITY,AK,02020,False,,,,,,,10.0,,61.1303,-149.87787,213112.0,[23712],,,,,,,,,,,,,020200027121001
110000,,,,,,,,,,,110003043242.0,,,,,,,,0200,,STATIONARY,NC MACH NC MACH,6450 ARCTIC BLVD,99518.0,ANCHORAGE,ANCHORAGE MUNICIPALITY,AK,02020,False,,,,,,,10.0,,61.16134,-149.89211,333120.0,[333120],45.648003,46.988,47.696,43.711998,62.7,61.1,62.2,59.0,45.648003,46.988,47.696,43.711998,020200025011010
110001,,,,,,,,,,,110003043260.0,,,,,,,,0200,,STATIONARY,CONOCOPHILLIPS AK CDI 19A PLUG MITT MITTIA,700 G ST,99501.0,ANCHORAGE,ANCHORAGE MUNICIPALITY,AK,02020,False,False,,,,,,10.0,,61.21521,-149.89552,211111.0,"[213112, 211111]",,,,,,,,,,,,,020200011001056
110002,,,,,,,,,,,110003043386.0,,,,,,,,0200,,STATIONARY,KIEWIT CONSTRCTN FAIRBANKS YARD,2050 PEGER RD,99709.0,FAIRBANKS,FAIRBANKS NORTH STAR BOROUGH,AK,02090,False,,,,,,,10.0,,64.82929,-147.77852,23799.0,[23731],,,,,,,,,,,,,020900007003001
110003,,,,,,,,,,,110003043885.0,,,,,,,,0200,,STATIONARY,TUBOSCOPE KENAI FACLTY,51896 OLD NIKISHKA BEACH RD,99611.0,KENAI,KENAI PENINSULA BOROUGH,AK,02122,False,,,,,,,10.0,,60.732099,-151.301371,213112.0,,,,,,,,,,,,,,021220002001035
110004,,,,,,,,,,,110003043938.0,,,,,,,,0200,,STATIONARY,DOWELL DIV OF SCHLUMBERGER KENAI,220 TRADING BAY RD,99611.0,KENAI,KENAI PENINSULA BOROUGH,AK,02122,False,,,,,,,10.0,,60.56276,-151.24297,213112.0,,,,,,,,,,,,,,021220006005029
110005,,,,,,,,,,,110003044633.0,,,,,,,,0200,,STATIONARY,TESORO RFNRY AND MKTG 60112,3392 BADGER RD,99705.0,NORTH POLE,FAIRBANKS NORTH STAR BOROUGH,AK,02090,False,,,,,,,10.0,,64.75967,-147.35055,333913.0,,,,,,,,,,,,,,020900016001031
110006,,,,,,,,,,,110003044713.0,,,,,,,,0200,,STATIONARY,TESORO RFNRY AND MKTG 60015,1211 HUFFMAN RD,99515.0,ANCHORAGE,ANCHORAGE MUNICIPALITY,AK,02020,False,,,,,,,10.0,,61.10864,-149.85967,333913.0,,,,,,,,,,,,,,020200027131006
110007,,,,,,,,,,,110003045259.0,,,,,,,,0200,,STATIONARY,KETCHIKAN PULP,,99901.0,KETCHIKAN,KETCHIKAN GATEWAY BOROUGH,AK,02130,False,,,,,,,10.0,,55.408382,-131.726632,321212.0,,45.176,47.772003,45.823997,45.811996,63.6,70.9,66.6,66.0,45.176,47.772003,45.823997,45.811996,021300001011012
110008,,,,,,,,,,,110005346036.0,,,,,,,,5309,,STATIONARY,PV ARCTIC STAR,,,,,,53033,False,False,,,,,,10.0,,47.65318,-122.327791,311712.0,"[311712, 336611, 311712, 311712, 311712, 311712, 311712]",,,,,,,,,,,,,530330054012000
110009,,,,,,,,,,,110005370954.0,,,,,,,,5309,,STATIONARY,OCEAN BEAUTY SEAFOO EXCURSION INLET PLAN,1100 W EWING ST,98119.0,SEATTLE,KING COUNTY,WA,53033,False,,,,,,,10.0,,47.65601,-122.3713,311712.0,[311712],,,,,,,,,,,,,530330059011001
110010,,,,,,,,,,,110006002707.0,,,,,,,,0200,,STATIONARY,US ARMY GARRISON AK,1046 MARKS RD,99703.0,FORT WAINWRIGHT,FAIRBANKS NORTH STAR BOROUGH,AK,02090,False,False,,974611.0,"10571611, 12660811, 11623911, 679211, 10593511",,,10.0,,64.841702,-147.602935,238220.0,"[333913, 236116]",,,,,,,,,,,,,020909800001028
110011,,,,,,,,,,,110006438435.0,,,,,,,,0200,,,MAGONE MRNE SVC,,99692.0,DUTCH HARBOR,ALEUTIANS WEST CENSUS AREA,AK,02016,False,,,,,,,10.0,,53.90634300000001,-166.522002,336611.0,[336611],40.788002,41.136,40.552002,42.796,54.9,52.7,52.9,52.4,40.788002,41.136,40.552002,42.796,020160002001020
110012,,,,,,,,,,,110006532546.0,,,,,,,,0200,,STATIONARY,KIKIKTAGRUK INUPIAT ASPHLT PLT AEDCO,,99752.0,KOTZEBUE,NORTHWEST ARCTIC BOROUGH,AK,02188,False,True,,,,,,10.0,,66.896085,-162.597612,237990.0,"[237310, 237310, 237990]",,,,,,,,,,,,,021880002001015
110013,,,,,,,,,,,110006532608.0,,,,,,,,0200,,STATIONARY,WEST MCARTHU RR IVER UNIT,,99621.0,KWETHLUK,BETHEL CENSUS AREA,AK,02122,False,,,539611.0,12661211,,,10.0,,60.784586,-151.753262,211111.0,"[211111, 211111]",,,,,,,,,,,,,021220001001083
110014,,,,,,,,,,,110006618428.0,,,,,,,,0200,,STATIONARY,OBI SEAFOODS KODIAK,621 SHELIKOF ST,99615.0,KODIAK,KODIAK ISLAND BOROUGH,AK,02150,False,,,,,,,10.0,,57.78498,-152.421253,311711.0,"[311712, 31171, 31171, 311712, 311711, 311711]",,,,,,,,,,,,,021500003001016
110015,,,,,,,,,,,110006618437.0,,,,,,,,0200,,STATIONARY,CORDOVA SOUTH PRCSG FACLTY,545 RAILROAD AVE,99574.0,CORDOVA,VALDEZ-CORDOVA CENSUS AREA,AK,02063,False,False,,,,,,10.0,(FORMERLY: AK0028924),60.544519,-145.76245,311712.0,,,,,,,,,,,,,,020630002002017
110016,,,,,,,,,,,110006618570.0,,,,,,,,0200,,STATIONARY,TRIDENT SEAFOODS KETCHIKAN FACLTY,720 STEDMAN ST,99901.0,KETCHIKAN,KETCHIKAN GATEWAY BOROUGH,AK,02130,False,,,,,,,10.0,,55.33811800000001,-131.636074,311712.0,"[31171, 311712, 311711]",,,,,,,,,,,,,021300003003007
110017,,,,,,,,,,,110006823394.0,,,,,,,,0200,,STATIONARY,AK GLACIER SEAFOODS,13555 GLACIER HWY,99801.0,JUNEAU,JUNEAU CITY AND BOROUGH,AK,02110,False,False,,,,,,10.0,FORMERLY COVERED BY PERMIT:AKG571031EFFECTIVE 11/01/2012-COVERED BY PERMIT AKG572002,58.381801,-134.690269,311712.0,"[311712, 311712, 311712]",,,,,,,,,,,,,021100001002014
110018,,,,,,,,,,,110006851460.0,,,,,,,,0200,,STATIONARY,COLASKA DBA QA CMI SVM 2500 ASPHAL,240 W 68TH AVE,99518.0,ANCHORAGE,ANCHORAGE MUNICIPALITY,AK,02020,False,,,,,,,10.0,,61.157316,-149.883149,237310.0,"[237310, 212321, 237310, 237310, 237310, 212321, 237990, 237310, 237310, 237310, 237310, 237310, 237310, 237310, 237310]",,,,,,,,,,,,,020200025024002
110019,,,,,,,,,,,110006852478.0,,,,,,,,0200,,STATIONARY,TRUE NORTH MINE,,99712.0,FAIRBANKS,FAIRBANKS NORTH STAR BOROUGH,AK,02090,False,,,680111.0,,,,10.0,,65.04472,-147.55888000000004,212221.0,"[21222, 212221]",,,,,,,,,,,,,020900019023083
110020,,,,,,,,,,,110006878469.0,,,,,,,,0200,,STATIONARY,USDOI BLM ANCHORAGE DIST KALIFONSKY BCH,1449 3RD AVE,99611.0,KENAI,KENAI PENINSULA BOROUGH,AK,02122,False,,,,,,,10.0,,,,11111.0,,,,,,,,,,,,,,
110021,,,,,,,,,,,110007236598.0,,,,,,,,0200,,STATIONARY,EMULSION PROD C STANDARD STEEL COLD,,99705.0,NORTH POLE,FAIRBANKS NORTH STAR BOROUGH,AK,02090,False,,,,,,,10.0,,64.82674899999999,-147.476885,237310.0,[237310],,,,,,,,,,,,,020900014012014
110022,,,,,,,,,,,110007236687.0,,,,,,,,0200,,STATIONARY,GRNT CONSTRCTN CPP STAN STL HTL ASPHLT PLT,10805 LANG ST,99515.0,ANCHORAGE,ANCHORAGE MUNICIPALITY,AK,02170,False,False,,,,,,10.0,,61.576066,-149.138106,237310.0,[237310],,,,,,,,,,,,,021700012012027
110023,,,,,,,,,,,110007347219.0,,,,,,,,0200,,STATIONARY,GRANITE CONSTRUCTIO X400 CEDAR RAPIDS AS,,,,,,02060,False,,,,,,,10.0,,58.674985,-156.639515,237310.0,,,,,,,,,,,,,,020600001001046
110024,,,,,,,,,,,110007347246.0,,,,,,,,0200,,STATIONARY,COLASKA DBA SECON AEDCO HTL PLT,2272 INDUSTRIAL BLVD,99801.0,JUNEAU,JUNEAU CITY AND BOROUGH,AK,02110,False,False,,,,,,10.0,,58.36455,-134.60474,237310.0,[237310],,,,,,,,,,,,,021100001003005
